index,ticker,tradeDate,expiration_date,call_volume,call_open_interest,strike_price,put_open_interest,put_volume,delta,Ticker,Trade_date,W_Close,W_High,W_Low,W_Open,W_Vol,W_Unadj_Cls,W_Unadj_Hig,W_Unadj_Low,W_Unadj_Open
57.0,NFLX,2020-04-08,2020-04-09,1985.0,618.0,377.5,444.0,618.0,0.188313169,NFLX,2020-04-08,371.12,378.39,368.31,374.01,6908800.0,371.12,378.39,368.31,374.01
96.0,NFLX,2020-04-15,2020-04-17,9886.0,2991.0,420.0,713.0,9469.0,0.669485327,NFLX,2020-04-15,426.75,434.98,412.25,413.0,13561200.0,426.75,434.98,412.25,413.0
75.0,NFLX,2020-04-22,2020-04-24,9495.0,2643.0,430.0,2088.0,4036.0,0.382049212,NFLX,2020-04-22,421.42,433.0,413.0,429.73,21123700.0,421.42,433.0,413.0,429.73
68.0,NFLX,2020-04-29,2020-05-01,11505.0,1462.0,415.0,993.0,1973.0,0.498470448,NFLX,2020-04-29,411.89,415.86,393.6,399.53,9693100.0,411.89,415.86,393.6,399.53
64.0,NFLX,2020-05-06,2020-05-08,4299.0,2819.0,430.0,584.0,5065.0,0.647669446,NFLX,2020-05-06,434.26,439.77,426.38,429.3,6660700.0,434.26,439.77,426.38,429.3
58.0,NFLX,2020-05-13,2020-05-15,8838.0,3881.0,445.0,888.0,2989.0,0.327177441,NFLX,2020-05-13,438.27,447.0,427.27,435.69,7014500.0,438.27,447.0,427.27,435.69
64.0,NFLX,2020-05-20,2020-05-22,6391.0,2877.0,450.0,4050.0,3693.0,0.43720932,NFLX,2020-05-20,447.67,455.81,444.0,454.25,5607200.0,447.67,455.81,444.0,454.25
53.0,NFLX,2020-05-27,2020-05-29,14829.0,1595.0,420.0,1782.0,1164.0,0.468229287,NFLX,2020-05-27,419.89,420.02,397.86,410.38,10446300.0,419.89,420.02,397.86,410.38
41.0,NFLX,2020-06-03,2020-06-05,3528.0,1886.0,420.0,2091.0,6046.0,0.587332114,NFLX,2020-06-03,421.97,427.1,418.05,426.95,4316000.0,421.97,427.1,418.05,426.95
43.0,NFLX,2020-06-10,2020-06-12,5181.0,2461.0,435.0,662.0,1829.0,0.53297478,NFLX,2020-06-10,434.48,439.69,430.55,436.0,4896800.0,434.48,439.69,430.55,436.0
89.0,NFLX,2020-06-17,2020-06-19,16858.0,8058.0,450.0,1027.0,1865.0,0.402709806,NFLX,2020-06-17,447.77,450.46,439.22,441.82,6529500.0,447.77,450.46,439.22,441.82
53.0,NFLX,2020-06-24,2020-06-26,3352.0,2396.0,470.0,556.0,601.0,0.240057048,NFLX,2020-06-24,457.85,472.36,454.0,468.54,4826100.0,457.85,472.36,454.0,468.54
56.0,NFLX,2020-07-01,2020-07-02,9634.0,1452.0,485.0,68.0,1206.0,0.549716391,NFLX,2020-07-01,485.64,488.23,454.0,454.0,9705800.0,485.64,488.23,454.0,454.0
59.0,NFLX,2020-07-08,2020-07-10,14433.0,9936.0,500.0,943.0,5696.0,0.580074167,NFLX,2020-07-08,502.78,505.1,493.81,498.58,5691600.0,502.78,505.1,493.81,498.58
64.0,NFLX,2020-07-15,2020-07-17,3525.0,3027.0,525.0,1170.0,580.0,0.511586798,NFLX,2020-07-15,523.26,529.0,510.18,516.3,10066600.0,523.26,529.0,510.18,516.3
56.0,NFLX,2020-07-22,2020-07-24,4863.0,2783.0,495.0,1414.0,1125.0,0.361385339,NFLX,2020-07-22,489.82,497.2,487.2,492.19,6954000.0,489.82,497.2,487.2,492.19
55.0,NFLX,2020-07-29,2020-07-31,7263.0,3115.0,490.0,2476.0,2233.0,0.404607216,NFLX,2020-07-29,484.48,494.92,484.13,492.25,6611700.0,484.48,494.92,484.13,492.25
57.0,NFLX,2020-08-05,2020-08-07,7003.0,2984.0,510.0,575.0,637.0,0.293764952,NFLX,2020-08-05,502.11,510.1,501.2,508.68,4313500.0,502.11,510.1,501.2,508.68
44.0,NFLX,2020-08-12,2020-08-14,5241.0,3833.0,475.0,4919.0,3661.0,0.525795304,NFLX,2020-08-12,475.47,482.49,470.18,471.34,5441200.0,475.47,482.49,470.18,471.34
57.0,NFLX,2020-08-19,2020-08-21,4750.0,2384.0,490.0,1694.0,2196.0,0.339512466,NFLX,2020-08-19,484.53,494.5,483.5,493.93,3156200.0,484.53,494.5,483.5,493.93
58.0,NFLX,2020-08-26,2020-08-28,14341.0,432.0,545.0,27.0,956.0,0.536654463,NFLX,2020-08-26,547.53,549.04,492.08,492.5,20373600.0,547.53,549.04,492.08,492.5
54.0,NFLX,2020-09-02,2020-09-04,7041.0,5920.0,550.0,857.0,2253.0,0.550716045,NFLX,2020-09-02,552.84,556.5,537.37,553.78,5886900.0,552.84,556.5,537.37,553.78
48.0,NFLX,2020-09-09,2020-09-11,4143.0,884.0,515.0,1439.0,3341.0,0.214227225,NFLX,2020-09-09,500.19,520.0,492.57,519.21,6848100.0,500.19,520.0,492.57,519.21
68.0,NFLX,2020-09-16,2020-09-18,10758.0,7312.0,500.0,3998.0,642.0,0.245821276,NFLX,2020-09-16,483.86,504.66,483.31,499.99,4401400.0,483.86,504.66,483.31,499.99
49.0,NFLX,2020-09-23,2020-09-25,3040.0,4197.0,490.0,793.0,376.0,0.175156272,NFLX,2020-09-23,470.61,491.04,469.0,491.04,3726400.0,470.61,491.04,469.0,491.04
60.0,NFLX,2020-09-30,2020-10-02,1984.0,722.0,497.5,73.0,1161.0,0.564288211,NFLX,2020-09-30,500.03,504.63,489.27,492.57,4633229.0,500.03,504.63,489.27,492.57
74.0,NFLX,2020-10-07,2020-10-09,18750.0,1189.0,535.0,84.0,2000.0,0.496012266,NFLX,2020-10-07,534.66,536.49,515.82,518.0,7984246.0,534.66,536.49,515.82,518.0
66.0,NFLX,2020-10-14,2020-10-16,19023.0,5257.0,570.0,79.0,619.0,0.158472452,NFLX,2020-10-14,541.45,572.49,541.0,562.61,9500402.0,541.45,572.49,541.0,562.61
62.0,NFLX,2020-10-21,2020-10-23,1618.0,94.0,497.5,679.0,1722.0,0.294510984,NFLX,2020-10-21,489.05,506.85,488.25,501.03,17384711.0,489.05,506.85,488.25,501.03
60.0,NFLX,2020-10-28,2020-10-30,4478.0,871.0,492.5,197.0,498.0,0.415195163,NFLX,2020-10-28,486.24,494.0,483.28,486.36,5987361.0,486.24,494.0,483.28,486.36
63.0,NFLX,2020-11-04,2020-11-06,368.0,203.0,507.5,94.0,69.0,0.249335042,NFLX,2020-11-04,496.95,507.73,493.98,495.36,5134034.0,496.95,507.73,493.98,495.36
51.0,NFLX,2020-11-11,2020-11-13,3933.0,1196.0,490.0,873.0,271.0,0.505119499,NFLX,2020-11-11,490.76,491.68,478.26,483.0,5453198.0,490.76,491.68,478.26,483.0
70.0,NFLX,2020-11-18,2020-11-20,1511.0,579.0,487.5,243.0,366.0,0.381838919,NFLX,2020-11-18,481.79,488.61,477.72,481.95,3627900.0,481.79,488.61,477.72,481.95
52.0,NFLX,2020-11-25,2020-11-27,1848.0,833.0,482.5,581.0,1119.0,0.660852159,NFLX,2020-11-25,485.0,486.9,478.92,485.13,3596876.0,485.0,486.9,478.92,485.13
61.0,NFLX,2020-12-02,2020-12-04,1762.0,615.0,502.5,728.0,838.0,0.498709314,NFLX,2020-12-02,503.38,506.8,493.5,501.62,3027089.0,503.38,506.8,493.5,501.62
63.0,NFLX,2020-12-09,2020-12-11,1882.0,928.0,505.0,725.0,707.0,0.240024444,NFLX,2020-12-09,493.6,514.5,491.29,510.53,4172125.0,493.6,514.5,491.29,510.53
69.0,NFLX,2020-12-16,2020-12-18,3735.0,6592.0,520.0,958.0,839.0,0.684648931,NFLX,2020-12-16,524.83,527.38,517.69,520.11,3681791.0,524.83,527.38,517.69,520.11
70.0,NFLX,2020-12-23,2020-12-24,4619.0,1263.0,525.0,504.0,343.0,0.108743571,NFLX,2020-12-23,514.48,526.32,514.2,524.76,2391138.0,514.48,526.32,514.2,524.76
48.0,NFLX,2020-12-30,2020-12-31,9488.0,2277.0,530.0,1233.0,907.0,0.246186804,NFLX,2020-12-30,524.59,533.26,523.69,530.13,1875380.0,524.59,533.26,523.69,530.13
63.0,NFLX,2021-01-06,2021-01-08,1579.0,135.0,512.5,384.0,329.0,0.311652055,NFLX,2021-01-06,500.49,513.1,499.5,511.97,5344387.0,500.49,513.1,499.5,511.97
94.0,NFLX,2021-01-13,2021-01-15,12453.0,4549.0,510.0,2286.0,1397.0,0.527072959,NFLX,2021-01-13,507.79,512.35,493.01,495.5,5032000.0,507.79,512.35,493.01,495.5
77.0,NFLX,2021-01-20,2021-01-22,4879.0,3630.0,560.0,98.0,18414.0,0.860378365,NFLX,2021-01-20,586.34,593.29,556.86,565.42,32610856.0,586.34,593.29,556.86,565.42
69.0,NFLX,2021-01-27,2021-01-29,339.0,98.0,537.5,837.0,906.0,0.397263151,NFLX,2021-01-27,523.28,556.42,515.73,550.71,8665191.0,523.28,556.42,515.73,550.71
67.0,NFLX,2021-02-03,2021-02-05,627.0,787.0,540.0,829.0,1000.0,0.553638565,NFLX,2021-02-03,539.45,550.48,538.24,550.17,3167800.0,539.45,550.48,538.24,550.17
79.0,NFLX,2021-02-10,2021-02-12,9311.0,1786.0,565.0,172.0,295.0,0.427781494,NFLX,2021-02-10,563.59,566.65,553.46,562.5,3989362.0,563.59,566.65,553.46,562.5
72.0,NFLX,2021-02-17,2021-02-19,748.0,647.0,545.0,963.0,2426.0,0.690828038,NFLX,2021-02-17,544.38,555.25,543.03,550.99,2071500.0,544.38,555.25,543.03,550.99
73.0,NFLX,2021-02-24,2021-02-26,1522.0,366.0,552.5,66.0,272.0,0.489728487,NFLX,2021-02-24,553.41,556.85,539.07,539.8,3244835.0,553.41,556.85,539.07,539.8
62.0,NFLX,2021-03-03,2021-03-05,441.0,296.0,547.5,204.0,70.0,0.128769265,NFLX,2021-03-03,520.7,548.01,517.81,545.93,5360654.0,520.7,548.01,517.81,545.93
53.0,NFLX,2021-03-10,2021-03-12,961.0,619.0,515.0,525.0,260.0,0.31930993,NFLX,2021-03-10,504.54,518.97,504.25,513.5,3769159.0,504.54,518.97,504.25,513.5
64.0,NFLX,2021-03-17,2021-03-19,294.0,360.0,527.5,216.0,183.0,0.398152741,NFLX,2021-03-17,524.44,528.37,514.3,522.0,2815548.0,524.44,528.37,514.3,522.0
59.0,NFLX,2021-03-24,2021-03-26,966.0,462.0,525.0,941.0,989.0,0.481124986,NFLX,2021-03-24,520.81,534.42,520.0,533.78,4101030.0,520.81,534.42,520.0,533.78
64.0,NFLX,2021-03-31,2021-04-01,1149.0,961.0,527.5,73.0,198.0,0.259328966,NFLX,2021-03-31,521.66,528.13,515.44,515.67,3502699.0,521.66,528.13,515.44,515.67
71.0,NFLX,2021-04-07,2021-04-09,2475.0,917.0,545.0,340.0,1213.0,0.590938181,NFLX,2021-04-07,546.99,549.64,541.45,543.5,2149367.0,546.99,549.64,541.45,543.5
72.0,NFLX,2021-04-14,2021-04-16,1876.0,233.0,547.5,664.0,551.0,0.295381931,NFLX,2021-04-14,540.02,554.87,538.53,554.87,3736900.0,540.02,554.87,538.53,554.87
59.0,NFLX,2021-04-21,2021-04-23,9662.0,153.0,515.0,1493.0,2063.0,0.302674099,NFLX,2021-04-21,508.9,515.46,503.6,508.0,22885536.0,508.9,515.46,503.6,508.0
53.0,NFLX,2021-04-28,2021-04-30,2631.0,974.0,507.5,480.0,1442.0,0.509914638,NFLX,2021-04-28,506.52,508.39,503.34,505.2,3191813.0,506.52,508.39,503.34,505.2
53.0,NFLX,2021-05-05,2021-05-07,1013.0,834.0,507.5,569.0,271.0,0.191945393,NFLX,2021-05-05,496.08,507.78,494.63,504.99,3126591.0,496.08,507.78,494.63,504.99
47.0,NFLX,2021-05-12,2021-05-14,579.0,489.0,492.5,923.0,187.0,0.313326928,NFLX,2021-05-12,484.98,493.54,482.7,486.83,4120053.0,484.98,493.54,482.7,486.83
48.0,NFLX,2021-05-19,2021-05-21,518.0,559.0,487.5,708.0,236.0,0.420410843,NFLX,2021-05-19,487.7,488.57,478.54,481.63,3349100.0,487.7,488.57,478.54,481.63
56.0,NFLX,2021-05-26,2021-05-28,1040.0,805.0,502.5,337.0,531.0,0.529135413,NFLX,2021-05-26,502.36,504.14,500.5,502.34,2463747.0,502.36,504.14,500.5,502.34
56.0,NFLX,2021-06-02,2021-06-04,1086.0,525.0,502.5,532.0,764.0,0.311316153,NFLX,2021-06-02,499.24,503.22,495.82,499.82,2268086.0,499.24,503.22,495.82,499.82
57.0,NFLX,2021-06-09,2021-06-11,2467.0,1172.0,495.0,787.0,321.0,0.237829054,NFLX,2021-06-09,485.81,496.09,484.65,494.5,3051500.0,485.81,496.09,484.65,494.5
101.0,NFLX,2021-06-16,2021-06-18,2808.0,853.0,492.5,756.0,846.0,0.524584329,NFLX,2021-06-16,492.41,496.46,486.28,495.0,3527300.0,492.41,496.46,486.28,495.0
65.0,NFLX,2021-06-23,2021-06-25,13340.0,3348.0,515.0,100.0,531.0,0.411379372,NFLX,2021-06-23,512.74,516.63,508.2,508.48,3943229.0,512.74,516.63,508.2,508.48
69.0,NFLX,2021-06-30,2021-07-02,297.0,562.0,527.5,583.0,498.0,0.526095552,NFLX,2021-06-30,528.21,534.38,526.82,534.06,2772379.0,528.21,534.38,526.82,534.06
69.0,NFLX,2021-07-07,2021-07-09,519.0,538.0,532.5,704.0,775.0,0.672992873,NFLX,2021-07-07,535.96,544.64,531.66,544.24,2721898.0,535.96,544.64,531.66,544.24
77.0,NFLX,2021-07-14,2021-07-16,25609.0,6957.0,550.0,584.0,4336.0,0.52759033,NFLX,2021-07-14,547.95,554.1,541.01,541.01,4637923.0,547.95,554.1,541.01,541.01
68.0,NFLX,2021-07-21,2021-07-23,986.0,351.0,527.5,546.0,452.0,0.157422374,NFLX,2021-07-21,513.63,530.99,505.61,526.13,11899606.0,513.63,530.99,505.61,526.13
60.0,NFLX,2021-07-28,2021-07-30,1876.0,522.0,522.5,276.0,275.0,0.400887445,NFLX,2021-07-28,519.3,524.47,516.98,521.82,2389980.0,519.3,524.47,516.98,521.82
55.0,NFLX,2021-08-04,2021-08-06,3749.0,507.0,515.0,887.0,1876.0,0.620693663,NFLX,2021-08-04,517.35,517.98,510.37,513.0,2039072.0,517.35,517.98,510.37,513.0
49.0,NFLX,2021-08-11,2021-08-13,903.0,290.0,517.5,433.0,171.0,0.29402494,NFLX,2021-08-11,512.4,519.57,509.77,517.0,1673055.0,512.4,519.57,509.77,517.0
